Context,Response
"I struggle with depression as well as pretty intense mood swings throughout the month. I experience highs where I feel amazing and energetic and then lows where I lack focus, energy, and generally have a more dark outlook on my life. How can I live a more balanced life?","Depression and PMS symptoms can be so hard to navigate !  Looking at this from a holistic standpoint can help you understand why you get these mood swings and what to do to balance yourself emotionally during this time. As a woman, we experience peaks and dips during our hormonal cycles and right before menstruation, we tend to feel not ourselves and down. The bloating and extreme cravings do not help either.Making sure your schedule is light and you have things to assist you can be so helpful. Different essential oils like lavender may calm you down, or orange which can uplift your mood. Homeopathy can be effective and gentle during this time as well. Birth control is known to help reduce the extreme spikes in hormones and can reduce your emotional and physical pain. Perhaps even psychiatric medication like an SSRI can help . If you are interested in going down the medication route, be sure to ask the doctor about potential side effects and risks . Reducing your processed sugar intake may help a lot as well. Exercising, spending time outside, practicing stress management and avoiding caffeine and alcohol can all be useful as well."
"I struggle with depression as well as pretty intense mood swings throughout the month. I experience highs where I feel amazing and energetic and then lows where I lack focus, energy, and generally have a more dark outlook on my life. How can I live a more balanced life?","You may already be living a balanced life because you are aware of your ups and downs due to hormonal changes of your menstrual cycle.As much as posible, schedule activities around your expected mood swings.   This way you'll avoid feeling even more tired from a busy scheduled during a low energy time in the month.The hormonal cycle is normal.Opinions vary as to taking natural, homeopathic supplements or Pharma drugs which will influence your cycle and make your mood more even.There are side effects to at least the Pharma drugs, which is a consideration as to the value of taking them.Reflect on which is your style of living and what will make you feel successful in handling this problem.Sticking to a system which mirrors the type of person you are, means more than any one particular answer anyone gives you."
"I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the paper work, and I gave it to my apartment manager. They said I can't keep the ESD because I'm not disabled. What do you suggest I do?","This can be a difficult situation.  Typically, only animals that are specifically trains to accomplish a specific task are legally protected as Service Animsls. Even though that can be very helpful, emotional support animals are not generally protected in the same way.You might not be able to make your landlord accommodate you. If possible, you may want to consider a different apparent that is more animal friendly."
"I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the paper work, and I gave it to my apartment manager. They said I can't keep the ESD because I'm not disabled. What do you suggest I do?","At present, the American Disability Association (ADA) only allows protection and guiltiness for Service Animals, which is fall under a separate distinction from Emotional Support Animals. Emotional support animals are untrained animals (typically pets or other domestic animals) that provide wonderful services to their owners, and there are many benefits to having one.Service animals who are trained to provide specific services for an individual with limitations that make them fall under what the ADA defines as ""disabled"" are protected under specific laws, and must be accommodated in public places where the human they serve is present. While it may be beneficial to request that the therapist who ""prescribed"" the dog to you write a letter to the apartment manager, it sounds like the manager is aware of ADA guidelines, and the simplest course of action may be to find an alternative residence, if that is a plausible option."
"I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the paper work, and I gave it to my apartment manager. They said I can't keep the ESD because I'm not disabled. What do you suggest I do?","Agree with the apartment manager's viewpoint that your disability is not a physical limitation.Ask the manager if they'd accept an explanatory letter from a therapist who is licensed to diagnosis emotional disabilities.If the answer is yes, then find a therapist who's willing to cooperate with what you need from them and find out this particular therapist's terms of working with you to compose such a letter.If the manager tells you ""no"", then find out who is above this person or entity and find out how to formally introduce your request to the board or apartment owner, or whoever actually is the legal owner of the building."
"I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the paper work, and I gave it to my apartment manager. They said I can't keep the ESD because I'm not disabled. What do you suggest I do?","This is tricky because there are different types of emotional support dogs. The ones that are officially trained actually go through months of training and then are paired with someone for whom they perform specific tasks.You may benefit from looking at the blog written by Valerie Parrott, who has an emotional support dog due to severe anxiety and panic. I will warn you that her blog is very blunt, but she is honest and she has gone through this process: https://thedogintheroom.wordpress.com/2016/06/20/what-makes-a-service-dog/#more-508"
"I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?","Ouch. It's really hard to deal with a spouse that isn't taking you seriously. In this case, I would plan for and schedule a time to talk with him about this. I would tell him that you need about 30 minutes to talk to him with minimal interruptions about something that is important to you. Schedule a time, write notes if you need reminders about what you need to express, and tell him how you feel. Ideally, you would focus more on I-statements instead of telling him what he is doing wrong. For example,  I feel ignored vs You always ignore me. By focusing on how you feel, he is less likely to feel attacked and get defensive. Some people go to couples or marriage counseling for help with communication. Chances are there are things that BOTH of you do that hurts your communication. Overall, try to talk to him directly and try not to get defensive. If he continues to say, you're always sad - then stay calm, say ""okay, can you help me understand that more?"" or ""That's interesting. Tell me what you see.""  Reach out to a couples counselor for more help with communication strategies. Sometimes a 3rd party can help you both see things in a different perspective. Hope this helps!"
"I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?","This is so hard. It is hard for someone to understand what depression is without having experienced it themselves. Unfortunately people without depression sometimes mistake it as feeling sorry for ourselves or just moping around, which is not what depression is at all. Sometimes I think that it is easier for family members to see it as a choice than to admit that someone they love is hurting and they dont know what to do. If  he is willing, I wonder if there may be a depression support group in your area such as NAMI or DBSA where he could hear from from others living with depression and their families. If not, I wonder if you all might watch a documentary together such as No Kidding Me Too or Call me Crazy. If not that, ive sometimes encouraged folk to just leave some information on depression and how family can help like a pamphlet or handout on a table or around the house. We tend to get curious and read things we find on the table. Wishing you the best!"
"I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?","It can be hard for husbands to hear that their wife is unhappy.  By nature men tend to be more of the fix it type.  So if they are sad, they fix it.  If their wife is sad, they fix it.  He may feel helpless to help you and that may be why he is saying those things to you.  It's not that he doesn't care or that he doesn't take them seriously, he might just have no idea how to help.  I would start by making an appointment to talk with a therapist about your sadness.  Meeting with a therapist may help you to learn some tools and strategies that can help you to manage some of the sadness you are feeling.  A therapist can also help you to gain some understanding and insight into why you might be experiencing sadness.  Depression is not something you have to sit with, therapy can help.  Once your husband sees that you are being proactive in addressing your sadness/depression he will probably be more open to listening to you and supporting you.  He might start to have ideas and input on how you two can work together to change some of the situations or things that might be holding you bakc."
"I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?","Oh dear.From what you write, your husband doesn't have any interest to know about you and your sad feelings.Stay clear in understanding that you already did your part by asking him to listen and care about the way you feel.In this example, he told you he doesn't care.Its up to him to open his mind and heart to you.Depending on how motivated to continue asking him to hear you, try until you feel satisfied that you've given him enough chances to know who you are.   At a certain number of tries at this, you'll either have success or not.Just don't try forever because doing so will increase your depressed feelings."
"It's not entirely true to say I enjoy being sad, but I always find a way to feel that way. I listen to sad music, read tragic stories, and, in a twisted way, like how bad it makes me feel. I focus on negative aspects of my life even if they aren't legitimate or I just make it seem negative.","It sounds like you are noticing that you are drawn towards sad and negative content and it's hard to understand why. This may sound counter-intuitive, but sometimes we do things that on the surface may look problematic (or even cause us some real problems) because it serves us in some unseen way. A simple example would be somebody who is addicted to a substance; their addiction may be causing serious problems in their life, and they may even know it, but the addiction serves them by helping them to avoid painful feelings that they anticipate having if they quit using. Now I am not saying that what you describe is an addiction, it is just a really illustrative example of the unseen benefit.One thing I would be wondering about is what is the unseen benefit of seeking out sad and negative content? I'd also be wondering what your relationship is to other feelings. These are things you may benefit from exploring with a competent therapist."
"It's not entirely true to say I enjoy being sad, but I always find a way to feel that way. I listen to sad music, read tragic stories, and, in a twisted way, like how bad it makes me feel. I focus on negative aspects of my life even if they aren't legitimate or I just make it seem negative.","I applaud your courage in asking this question to gain some deeper insight into what is happening in your life. This is one of the most common things that I personally have seen in the population of individuals who suffer from depression. It is often that I notice clients focusing on the negative to the complete dismissal of the positive when they are dealing with depression. It is inspiring that you have noticed this in yourself because many clients are not aware that this is a pattern for them, or are not yet willing to face that depression has become a pattern they cling to. Depression, if dealt with for extended periods of time, can become a way of life, an identity of sorts, that is very difficult to part from. While you desperately desire happiness, who would you be without the depression? Sometimes it is scarier to journey into the unknown (in this case, happiness), than it is to stay in the known, and the often times comfortable space of your depression. Human beings, for the most part, fear and stray away from change in general, especially a change that is so impactful. Allowing yourself to confront the possibility of change as positive with the support of a professional counselor is often extremely helpful."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Seasonal Affective Disorder (S.A.D.) is a term that reflects how many people are affected by the changing seasons, especially fall to winter.  Everyone suffers with some form of this (lessened activity levels, increased isolation, etc.) while some find that this time of year can put them into a deeper depression. If you have noticed that this happens frequently, there are some ways you can definitely help yourself going forward:1. Attend therapy to learn strategies and tools to help you to manage your mood.  It's important to stay within the therapy until you feel you have mastered these tools. 2. Push yourself to interact more with your social groups and other positive activities. It's easy to go out and spend the day outside in the summer months, when the temperature is warm and the sun shines for long periods of the day, but it seems harder to find fun ways to spend your time when the temperature drops and darkness comes on so quickly.  Perhaps winter time could become the time of year where you and your friends have weekly board game nights, complete with hot chocolate and a fire?3. You may want to consider the purchase of a S.A.D. Light.  These are lights that expose you to additional ultra violet light to increase the vitamin D in our bodies, as well as the release of growth hormone (which releases when we wake up). There are mixed reviews of these products, however, and they can be expensive."
Every winter I find myself getting sad because of the weather. How can I fight this?,"I would suggest some holistic approaches, such as getting your Vitamin D and iron levels checked. Make sure you are eating well, exercising, and getting outside when you can. Take a trip to someplace warm if possible. Use a sun lamp in the morning for 30 minutes to simulate sunlight. Seek professional health to gain coping skills and other ways to manage symptoms."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Thank you for sharing. It seems like since the ""winter blues"" happens to you every year it may also be impacting your quality of life and possibly relationships. What you report sounds like you may be experiencing Seasonal Affective Disorder (SAD) and is quite common to many from about fall thru winter seasons; but, also can impact folks during the Spring and summer months.The best care and treatment for SAD includes discussing it with your PCP (primary care physician), integrating light therapy (full-spectrum lighting) throughout home and workplace (where possible), psychotherapy, and possibly medications (e.g. Wellbutrin XL, Aplenzin).Be sure to exercise good self-care and checkout the Mayo Clinic's website for SAD here: http://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/basics/definition/con-20021047."
Every winter I find myself getting sad because of the weather. How can I fight this?,Light therapy is very helpful. You are not alone. The name for the condition is Seasonal Affective Disorder (SAD). You might want to see a therapist to assist you putting in place a behavioral program to help change the way you feel.
Every winter I find myself getting sad because of the weather. How can I fight this?,"I am glad that you are getting ahead of this by noticing this seasonal pattern to your depression. Winter depression (seasonal affective) is something that affects a lot of people both people who also deal with other kinds of depression that happens to get worse in the winter as well as people who just deal with depression in the winter. Light affects how our bodies release and absorb neurotransmitters such as serotonin and most believe that a major contributing factor for winter depression is that we get less light when it is colder outside and darker outside. Exposure to light can make a big difference. If you are someone who is awake during the day (not someone who works the night shift :) )---one simple change you can make is keeping your curtains in your bedroom light enough as to let some light in in the morning. This will give you light right off the start of the day and can make it easier to get going in the morning. Beyond this, keeping windows cleared from blinds so that you get that natural light or even taking a short 10 or 15 minute walk each day can get you both light and exercise to help fight off the depression. Outside this, as others have suggested a light box is a popular method of warding off the depression however some of these may expose you to UV light and so this is something to check in with both with the light box manufacturer and with your doctor to make sure you have a good understanding of the risks and benefits for that. Lastly, just making sure you continue to do things that lift your mood, that you have time with other people, and that you reach out if you do find yourself in a space of needing help are all things you can do to ward off the depression. Wishing you well!"
Every winter I find myself getting sad because of the weather. How can I fight this?,"This is actually pretty common. When winter hits, we tend to find ourselves huddled inside from the cold. Not to mention the sun is out for a much shorter time. It will be helpful to get as much sunlight as possible. Get outside when you can. Open up the blinds and drapes. Use a sunlight if you want to (amazon has some for reasonable prices). Stay connected to friends and family. Try to engage in activities that make you feel positive, productive, and connected."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Cold climate is often accompanied by grey skies, snow and
ice. The elements along with wind, windchill and severely cold temperatures may
lead to feelings of sadness, anxiety, and low energy. For some people these
symptoms occur each year from late fall to early spring and may be suffering
from a condition known as Seasonal Affective Disorder (SAD). Whether you have
been diagnosed with SAD or are finding yourself struggling with the “winter
blues” for the first time here are some suggestions for feeling better and
staying healthy.1. Nutrition Most likely you have
heard the term “comfort food.” These foods and snacks are high in
carbohydrates, sugar and fat. Avoid overeating cookies, cakes and candy. Chose
vegetables, fruit and protein for snacks and plan balanced meals. If you find
yourself wanting to eat or snack throughout the day, ask yourself why you are
eating. Are you hungry? Or Are you eating because you are bored?2. AlcoholKeep in mind that alcohol is a depressant so consuming wine,
beer or liquor when already feeling sad, anxious or depressed will only add to
your symptoms. Do not consume alcohol while engaging in outdoor activities such
as snow removal, skiing, or ice fishing. If you find yourself reaching for an
additional glass of wine or beer be mindful and ask whether you are doing it
due to boredom. Instead of mindlessly taking another glass of alcohol, drink a
glass of water. 3. SunlightGet
out in the sunlight or brightly lit spaces, especially early in the day.4. Be activeIf you are unable to go to your favorite gym, exercise class
or go for a run, find a way to stay active in your home. There are a lot of
short, instructional programs available on YouTube that you can follow to do
some gently yoga, dance, or do strengthening exercises using only your body
weight.5.  Reach out for help
Confide in someone you trust about how you are feeling. Do
not hesitate to contact a counselor if you feel that you are becoming more
depressed and anxious. If you experience thoughts of suicide call the National
Suicide Prevention Lifeline at 1-800-273-8255."
Every winter I find myself getting sad because of the weather. How can I fight this?,"First of all, it is excellent that you are self aware and able to identify the pattern to your moods. Many people suffer from the winter blues, which is called Seasonal Affective Disorder.  Some people notice that during the Fall and Winter months, they tend to struggle with signs and symptoms of depression such as sadness or hopelessness, lethargy, sleeping to much or too little, changes in appetite, loss of interest in usual interests, and possibly suicidal thoughts.  It would be best to consult with a therapist experienced in this disorder, as they will be able to guide you towards possible solutions such as changing negative thought patterns, light therapy, exercise, nutritional support, and possibly medication."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Many peope uffer from changes in mood when the winter time comes. The amount of daylight hours decreases significantly. Most times it is dark when you go to work and dark when you return home. There are special lights that can be used during the winter season to counteract the ""winter time blues."" Also, paying attention to self care. Are you sleeping enough, attending to physical illness? Exercising and eating a balanced diet? Make sure to schedule fun activities and spend time with loved ones."
Every winter I find myself getting sad because of the weather. How can I fight this?,"About 3 million people in the United States suffer from seasonal affective disorder. Seasonal affective disorder or seasonal depression occurs during the same season every year. You might have feel feeling depressed the past two winters, but cheered up during the warmer months. Or you may have felt down during the summer.Everyone could get seasonal depression, but it tends to be much more common in :People who have families who have SADWomenIndividuals between 15 and 55 years oldIndividuals who live in an areas where winter daylight time is very shortNo mental health experts are exactly sure of what specifically causes SAD, but many think lack of sunlight is a big trigger. This lack of light could mess up your circadian rhythms or cause problems with serotonin which is the chemical that affects your mood.You might be wondering if you have seasonal depression or SAD. Here are the symptoms:Feeling grumpy, sad , nervous of having mood swingsAnhedonia or lack of pleasure in things you normally loveEating much more or less than usualGaining weightSleeping a lot more than you normally do, but still feeling sluggingDifficulty concentratingIt is so important to look at SAD in a holistic manner before getting diagnosed. In addition to therapy, it's crucial to see your doctor so she or he can run blood tests to rule out any other conditions that may be making you feel blue. One of these common ones is hypothyroidism or low thyroid. At Makin Wellness, we could do the mental heath assessment .TreatmentThere are multiple ways to help treat seasonal depression. Light therapy can be used, but counseling is one of the most effective ways of treating SAD. Cognitive behavioral therapy with a skilled therapist can help you learn more about seasonal depression , how to manage your symptoms and ways to prevent future episodes. Medication can also be prescribed and taken to help alleviate some or your symptoms. Antidepressants such as Zoloft, Effexor and Wellbutrin are most commonly prescribed for SAD. Be sure to talk with your doctor and therapist about any side effects from your medication."
Every winter I find myself getting sad because of the weather. How can I fight this?,"One theory is that instead of ""fighting"" your feelings, accept your sad feelings and work with them.   Feeling sad may open many doors to reflect and make peace with the source of your sadness.Also, I believe fighting against the natural cycle of rest and hibernation may not even be possible to succeed.   Winter for most creatures is a time of withdrawal and slowdown.  Our bodies and moods are part of nature as well.  Fighting what is part of nature seems like a tiring fight which the person will lose.Last point, there are the winter holidays to break up the dark and cold of winter.   Maybe you can invent some of your own winter celebrations so you'll have a few gatherings to look forward to hosting."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Sometimes its quite literally the lack of sunshine that can affect our mood - in these cases it can be worth experimenting with a sun lamp, to boost your dose of vitamin D, when the sun isn't naturally out. Also consider, what is it that the change in weather, changes in your life? If for example, when its sunny you are an outdoorsy, active person and when the weather changes, you're whole activity level changes along with it, you could explore how to get some of that activity replicated indoors in the winter months."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Change your total daily routine, different route, different lunch, different afternoon.  Sit outside for 10 minutes three times every day, use a therapy light during the day, aroma-therapy oils for stimulation, but....keep your routine bedtimes and wake up times......and exercise at least 3 times per week,  if after several weeks you are not feeling better....talk with your doctor."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Seasonal depression can be difficult due to the weather being a primary trigger. Understanding that we have very little control over the weather, therefore we can focus on the things we can change. Exercising, meditation, guided imagery, and deep breathing can be beneficial to combat seasonal depression. It may help to join a support group and seek out therapy to assist you on this healing journey."
Every winter I find myself getting sad because of the weather. How can I fight this?,"There can be lots of different factors contributing to this. Here are some possible tips:Consider if you know anything about what specifically is making you feel sad? If you're looking for activities because you cannot participate in what you like to do in the warmer months, consider finding some indoor winter activitiesConnect with others. One idea is to join a group (such as a book club) that meets regularly. This could give you something to look forward to regardless of the colder weather.Enjoy the sunshine from indoors. You may notice that sometimes looks are deceiving women is bright and sunny outside, but is also quite cold when you open the door. If you are staying inside for the day, consider allowing yourself to enjoy the sunlight without specifically considering that it is also cold.Consider using a light box. Certain types of light boxes are designed to help with the ""winter blues."" You can find more information here: http://www.mayoclinic.org/tests-procedures/light-therapy/home/ovc-20197416Recently, one of the nurse practitioners that I work with has been checking a lot of vitamin D and vitamin B12 levels and she says the lower levels of these vitamins can contribute to feelings of less motivation or energy than is desired.Each of us has days when we are not thrilled about the weather and may be feeling sort of ""bummed"" or ""down."" If you find yourself having these days frequently or for several consecutive days in the above strategies are not helping, consider talking with a therapist about more specific strategies that may be of help to you. Also, because  if everything you would see is likely to live in your area, they would be familiar with the weather patterns where you are and may have some tips that they use for themselves or With other clients."
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","If you are a people-pleaser type or a natural caretaker, you can slowly ""lose yourself"" over time if you are always tending to the needs of others and neglecting yourself.  If this sounds like a familiar pattern for you, this may have happened without you even realizing it if you were raised in a family where you had to pick up the slack alot.  Maybe your parents were addicts or they might have even just worked all the time and you learned to ""take care of everything"" because that is what you had to do to help the family run smoothly. Over time, a person who grows up in this type of environment learns that you put the needs of others before your own.  You might also be stuck in these types of patterns in intimate relationships as well; if you completely give yourself over to your significant other and you don't create a life for yourself with your own interests and supportive friends, you are at risk of losing what is unique and amazing about you.  If you grew up in a family where you learned this role out of survival or because it was needed to take care of your family, it's easy to re-create this in adult relationships.In both scenarios, if there is no awareness that this ""self sacrifice at the expense of others"" is going on, your identity is shaped around being a caretaker/enabler/people-pleaser and down the road it can lead to depression, low self esteem, and a confused sense of self.  Basically, you spend so much time helping other people that you don't make time for yourself or create a life of fulfillment.  Before you realize it, you have been living a life for others instead of yourself and you have no idea who YOU are.  Supporting loved ones and friends is important and certainly admirable, but if you are always that person that rescues, those that rely on you begin to take advantage of you and they will suck you dry if you let them.  In conclusion, learning to set boundaries with those in your life that are too needy becomes a really important part of the process when you begin to recognize that you are unhappy and unfulfilled in life.  It sounds like you may be at that crossroads right now.  Take one small step at at a time.  Identify the worst offenders in your life that suck time and energy, and limit your contact and/or set some strong boundaries with those people so you can refocus and do some soul-searching.  Meanwhile, engage in pleasurable activities with people you enjoy being with, get yourself outside in the fresh air, get some good sleep, and eat some nourishing food!"
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","Give yourself credit for what you already know.For instance, you do know that you're unsure about your life direction. Take off any pressure on yourself to decide an answer in a certain amount of time.  Inner reflection work takes time and has its own course.   Trust that answers will show once you've done the work to understand yourself and circumstance, and the relationships in your life.From what you describe, your interest is in a broad scope life change. One direction is to start with only one specific part of your life you would like to change.  By examining one area in detail you will gain self-trust and confidence in handling your life.   And, you will have clarity as to which area to change first."
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","Thank you for sharing! It can be very disorienting not to know what you want and where you are headed. Sometimes we are so focused on something we haven't achieved yet or on comparing ourselves to others that we lose touch with what we actually want and need. At times like this, it's important to go back to basics. Try out this simple exercise, take a few minutes to write down all your present responsibilities. For example: make meals, complete homework...etc.  Then in the column next to it, write down the things that you do for yourself to recharge yourself and to enjoy your time. Is your list of responsibilities way longer than your list of stuff you do for yourself? It is easy to get lost in the sea of responsibilities and disconnect from what you want and need. To fix that, write another list of things that you enjoyed doing in the past for yourself and start incorporating them into your schedule on a regular basis. This will help you re-connect with yourself, and bring focus and clarity to your life."
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.",Check this blog out:  Four-ways-add-self-esteem-friends-listHope you find a few nuggets of helpfulness in this.
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","It sounds as if you would benefit from talking with a local mental health professionals so you can discuss some details.Having said that, I wonder if you could consider how you would define yourself to someone who doesn't know you. For example, honest, adaptable, fun-loving, dependable, compassionate, open-minded, dedicated, etc. If you're looking for a list of adjectives, try these: https://www.englishclub.com/vocabulary/adjectives-personality-positive.htm . There is a list of negative ones here too. If you're going to use those, try to use three positive ones for each of the negative ones. You could also try asking yourself what you love about yourself and/or what others love about you. Sometimes it's easier to consider what others see as our positive points and if this is difficult for you, try asking someone who you trust to help you with the list.The idea here is to look at your relationship with yourself. I don't mean this in a way that you would be talking to yourself and receiving answers, but rather looking at yourself in a way that you deserve the same kind of loving and compassion that you give to others or want others to have.I'm also curious as to whether you are eating and sleeping okay, as these things can really affect your focus and many other changes, such as differences in your emotions. Also, you saying that you are struggling to put things into perspective leads me to believe that you are going through some things right now that are not typical for you, if so, consider from whom you have support and the ability to talk about what you are going through.Consider Metta meditation here to help give yourself loving kindness: http://www.mettainstitute.org/mettameditation.html"
"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it?","Good for you on being sensitive to your human need for personal evolution.Wife and mother are meaningful positions.  And in your case, in order to feel your own growth, other areas of who you are would like your attention.Give yourself time to allow your interest to wander in order to find the area of growth which will satisfy you.Just like you know now that you'd like more than your current situation, trust yourself to know you will also know when you've arrived at another road you'd like to take for your own happiness."
"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it?","Being a parent can be all-consuming.  And there are more societal pressures on mothers to be everything to their children and families.  In that effort to be everything (cook, housekeeper, planner, social organizer, teacher, etc) it can be easy to forget about being you.  We can certainly acknowledge that becoming a mother likely means giving up or sacrificing parts of yourself for motherhood.  There are parts of becoming a mother that can be wonderful and magical, and parts of it that can be just flat out hard.  I think it is very important however, for all parents to ask for what they need and to carve out the time to nurture their individuality.  This may not only be supportive to you, but it sets a great example for your kids about how to advocate for their needs, and teach them about the depth and interests of their mother."
"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it?","It is not easy being a wife and mother. You have shifted roles in your life. You went from having a career to focusing on your family. Transitioning can be hard, especially when we feel we gave something up that we really wanted. I want to acknowledge you for wanting to be the best wife and mother you can. I think it is great that you are self-aware and want to work on this.Feeling ""unhappy and trapped"" may also mean that you are  believing these negative thoughts are absolutely true. We have lots and lots of thoughts throughout the day. Sometimes we pay a lot of attention to some and some we ignore. Right now these thoughts are getting a lot of your attention and perhaps you are thinking because you are thinking them they are true.  Is it really true that you trapped? You also said that you have an amazing life. It doesn't sound like you are only having negative thoughts. You have some positive ones, too. However, you are giving a lot of weight to the negative thoughts, more weight than the positive ones.I also wonder if you are struggling with the fact that you are even having this thought. One thing that can be helpful is to recognize that you are having a thought, that it is a negative thought, that thinking it does not make it true, and to let it go. This is the basis for mindfulness work that can be really helpful. It is a great place for you to start so you can balance out your thoughts and emotions.Best of luck to you!"
"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it?","It sound like there are some parts of your life that you really enjoy it and also some things that you wish were different.You say you feel like nothing more than a wife and mom, so I wonder if you could make a list of what else you are (friend, daughter, etc.). I also wonder if you could list your positive attributes or skills.I don't know what you gave up, but I wonder if there is some way that you could spend an hour or so a week working on things that you like and/or spending some time with what you did before you had children. For example, if you're missing a certain part of your career, maybe you could work with your husband to come up with a plan where you could do whenever that is for one day a week. There are often a lot of small changes that can lead you in that direction.Of course, that is assuming that you want to continue being involved with what you were doing before.  If not, what else do you want to do? What is it that makes you feel happy? What do you look forward to? Remember that looking forward to having an hour or two where you can do something for yourself does not mean that you are not a good mother or wife. These ideas can coexist.Can you talk with your husband about how you are feeling? Do you have trust for one another with feelings such as these?"
"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?","Thank you for asking this important question. I find that there are three steps to getting ready for treatment. Step one is expressing interest in wanting to receiving treatment for the outcome of positive behavioral change. Congratulations you did the first step! You are showing your readiness to start counseling by asking this question. Now the second step is to find a counselor who specializes in treating clients with Anxiety and Depression. The therapeutic orientations I have found to be helpful in treating clients with  Anxiety and Depression are a combination of Cognitive Behavioral Therapy with Mindfulness, and Solution Focused Brief Therapy. Receiving meditation for your symptoms if part of the treatment, and the other part is receiving counseling to increase your resilience for future events. Research has found that medication and psychotherapy treatments together shows the most effective outcome for Depression.  The third step is to increase your positive self-talk to motivate yourself to attend treatment. As counselors, we are aware of the anxieties and fears that are associated with talking to a new professional for the first time. However, remind yourself that you are doing this to improve your well being. I hope this was helpful, and good luck with your treatment journey."
